Region,Division,District,BEIS School ID,School Name,Street Address,Province,Municipality,Legislative District,Barangay,Sector,School Subclassification,School Type,Modified COC,K Male,K Female,G1 Male,G1 Female,G2 Male,G2 Female,G3 Male,G3 Female,G4 Male,G4 Female,G5 Male,G5 Female,G6 Male,G6 Female,Elem NG Male,Elem NG Female,G7 Male,G7 Female,G8 Male,G8 Female,G9 Male,G9 Female,G10 Male,G10 Female,JHS NG Male,JHS NG Female,G11 ACAD - ABM Male,G11 ACAD - ABM Female,G11 ACAD - HUMSS Male,G11 ACAD - HUMSS Female,G11 ACAD STEM Male,G11 ACAD STEM Female,G11 ACAD GAS Male,G11 ACAD GAS Female,G11 ACAD PBM Male,G11 ACAD PBM Female,G11 TVL Male,G11 TVL Female,G11 SPORTS Male,G11 SPORTS Female,G11 ARTS Male,G11 ARTS Female,G12 ACAD - ABM Male,G12 ACAD - ABM Female,G12 ACAD - HUMSS Male,G12 ACAD - HUMSS Female,G12 ACAD STEM Male,G12 ACAD STEM Female,G12 ACAD GAS Male,G12 ACAD GAS Female,G12 ACAD PBM Male,G12 ACAD PBM Female,G12 TVL Male,G12 TVL Female,G12 SPORTS Male,G12 SPORTS Female,G12 ARTS Male,G12 ARTS Female
Region IV-A,Batangas,Calatagan,107330,PACITA MADRIGAL WARNS MABABANG PAARALAN NG BAGONG SILANG,"BAGONG SILANG, CALATAGAN, BATANGAS",BATANGAS,CALATAGAN,1st District,BAGONG SILANG,Public,DepED Managed,School with no Annexes,Purely ES,31,19,20,25,17,21,33,25,16,14,31,24,35,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Calatagan,107331,ENRIQUE ZOBEL ELEMENTARY SCHOOL,"BOUGAINVILLA ST., REAL, CALATAGAN, BATANGAS",BATANGAS,CALATAGAN,1st District,REAL,Public,DepED Managed,School with no Annexes,Purely ES,14,10,12,16,14,14,17,17,8,5,19,28,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Calatagan,107332,FLORENCIO D. FIRMANTE ELEMENTARY SCHOOL,"SAMBUNGAN, CALATAGAN, BATANGAS",BATANGAS,CALATAGAN,1st District,SAMBUNGAN,Public,DepED Managed,School with no Annexes,Purely ES,9,17,13,17,21,20,17,15,16,13,29,25,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Calatagan,107333,TALISAY ELEMENTARY SCHOOL,"TALISAY, CALATAGAN, BATANGAS",BATANGAS,CALATAGAN,1st District,TALISAY,Public,DepED Managed,School with no Annexes,Purely ES,32,22,27,26,29,23,29,31,24,22,40,36,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Calatagan,107334,TANAGAN ELEMENTARY SCHOOL,"TANAGAN, CALATAGAN",BATANGAS,CALATAGAN,1st District,TANAGAN,Public,DepED Managed,School with no Annexes,Purely ES,35,31,40,48,45,47,49,36,47,25,57,43,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Calatagan,301111,LUCSUHIN NATIONAL HIGH SCHOOL,"LUCSUHIN, CALATAGAN, BATANGAS",BATANGAS,CALATAGAN,1st District,LUCSUHIN,Public,DepED Managed,School with no Annexes,Purely JHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,233,253,268,321,300,322,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Calatagan,307709,CALATAGAN NATIONAL HIGH SCHOOL,"BRGY.  1, CALATAGAN, BATANGAS",BATANGAS,CALATAGAN,1st District,BRGY. 1 (POB.),Public,DepED Managed,School with no Annexes,Purely JHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,226,236,233,280,252,289,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Calatagan,342211,CALATAGAN SENIOR HIGH SCHOOL,"LACABA ST., POB.  2, CALATAGAN, BATANGAS",BATANGAS,CALATAGAN,1st District,BRGY. 2 (POB.),Public,DepED Managed,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,84,100,106,60,64,0,0,0,0,124,64,0,0,0,0,33,57,102,111,52,65,0,0,0,0,167,93,0,0,0,0
Region IV-A,Batangas,Calatagan,401581,CALATAGAN INSTITUTE,E. LACABA ST. ,BATANGAS,CALATAGAN,1st District,BRGY. 2 (POB.),Private,Non-Sectarian ,School with no Annexes,Purely JHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,15,23,31,20,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Calatagan,401582,"OUR LADY OF CARMEL SCHOOL-A.R. OF CALATAGAN, INC.","STO. DOMINGO ST. CALATAGAN, BATANGAS",BATANGAS,CALATAGAN,1st District,BRGY. 4 (POB.),Private,Non-Sectarian ,School with no Annexes,JHS with SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,15,13,13,10,17,19,0,0,2,7,3,2,21,6,0,0,0,0,0,0,0,0,0,0,1,6,6,4,8,6,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Calatagan,402025,COLEGIO DE SANTO DOMINGO DE SILOS,"BRGY. GULOD, CALATAGAN, BATANGAS",BATANGAS,CALATAGAN,1st District,GULOD,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,27,20,0,0,4,0,0,0,28,30,0,0,0,0,4,13,31,15,0,0,0,0,0,0,35,14,0,0,0,0
Region IV-A,Batangas,Calatagan,409739,"E. ZOBEL FOUNDATION, INC.",BRGY.  GULOD,BATANGAS,CALATAGAN,1st District,GULOD,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,42,72,72,22,36,0,0,0,0,153,31,0,0,3,5,10,31,38,57,30,52,0,0,0,0,127,40,0,0,5,7
Region IV-A,Batangas,Calatagan,423531,"CALATAGAN CHRISTIAN ACADEMY, INC.","017 IBABA, LUCSUHIN",BATANGAS,CALATAGAN,1st District,LUCSUHIN,Private,Sectarian ,School with no Annexes,All Offering,10,8,9,6,11,6,9,6,3,4,10,6,5,6,0,0,1,1,2,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Calatagan,423552,LYCEE DE SAN ANTONIO MONTESSORI OF CALATAGAN,GULOD,BATANGAS,CALATAGAN,1st District,GULOD,Private,Non-Sectarian ,School with no Annexes,Purely ES,5,6,6,6,10,7,9,5,4,6,1,8,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Cuenca,107335,BALAGBAG ELEMENTARY SCHOOL,"BALAGBAG, CUENCA, BATANGAS",BATANGAS,CUENCA,3rd District,BALAGBAG,Public,DepED Managed,School with no Annexes,Purely ES,12,5,13,14,5,9,9,10,9,4,12,12,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Cuenca,107336,BRICCIO PANTAS MEMORIAL ELEMENTARY SCHOOL,"BUNGAHAN, CUENCA, BATANGAS",BATANGAS,CUENCA,3rd District,BUNGAHAN,Public,DepED Managed,School with no Annexes,Purely ES,14,26,27,16,36,30,29,27,22,14,26,25,36,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Cuenca,107337,CALUMAYIN ELEMENTARY SCHOOL,"CALUMAYIN, CUENCA, BATANGAS",BATANGAS,CUENCA,3rd District,CALUMAYIN,Public,DepED Managed,School with no Annexes,Purely ES,1,2,1,0,3,2,1,0,1,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Cuenca,107338,COL. PEDRO PASIA MEMORIAL SCHOOL,"DITA, CUENCA, BATANGAS",BATANGAS,CUENCA,3rd District,DITA,Public,DepED Managed,School with no Annexes,Purely ES,44,38,51,41,55,36,49,46,32,38,63,61,57,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Cuenca,107339,CUENCA CENTRAL SCHOOL,"COL. P. PASIA AVE., POB.  2, CUENCA, BATANGAS",BATANGAS,CUENCA,3rd District,BRGY.  2 (POB.),Public,DepED Managed,School with no Annexes,Purely ES,77,72,79,76,66,72,80,70,87,62,84,116,83,76,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Cuenca,107340,RAMON PATERNO MEMORIAL ELEMENTARY SCHOOL,"BLISS, BRGY 7 (POB. ), CUENCA, BATANGAS",BATANGAS,CUENCA,3rd District,BRGY.  7 (POB.),Public,DepED Managed,School with no Annexes,Purely ES,12,12,15,10,10,9,14,18,12,5,20,18,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Cuenca,107341,DALIPIT EAST BO. SCHOOL,"DALIPIT EAST, CUENCA, BATANGAS",BATANGAS,CUENCA,3rd District,DALIPIT EAST,Public,DepED Managed,School with no Annexes,Purely ES,4,4,4,8,5,4,5,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Cuenca,107342,DALIPIT ELEMENTARY SCHOOL,"DALIPIT WEST, CUENCA, BATANGAS",BATANGAS,CUENCA,3rd District,DALIPIT WEST,Public,DepED Managed,School with no Annexes,Purely ES,13,9,17,5,6,9,11,7,11,5,15,17,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Cuenca,107343,DON JUAN ELEMENTARY SCHOOL,"SITIO NAPAPANAYAN, DON JUAN, CUENCA BATANGAS",BATANGAS,CUENCA,3rd District,DON JUAN,Public,DepED Managed,School with no Annexes,Purely ES,4,4,5,3,5,1,5,2,2,3,6,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Cuenca,107344,DR. ANANIAS CHAVEZ ELEMENTARY SCHOOL,"SAN ISIDRO, CUENCA, BATANGAS",BATANGAS,CUENCA,3rd District,SAN ISIDRO,Public,DepED Managed,School with no Annexes,Purely ES,22,23,33,22,19,27,26,31,25,13,28,29,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Cuenca,107345,EMMANUEL ELEMENTARY SCHOOL,"EMMANUEL, CUENCA, BATANGAS",BATANGAS,CUENCA,3rd District,EMMANUEL,Public,DepED Managed,School with no Annexes,Purely ES,16,12,19,21,21,14,20,14,10,12,20,20,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Cuenca,107346,IBABAO ELEMENTARY SCHOOL,"IBABAO, CUENCA, BATANGAS",BATANGAS,CUENCA,3rd District,IBABAO,Public,DepED Managed,School with no Annexes,Purely ES,25,27,26,9,22,27,23,28,22,19,27,32,34,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Cuenca,107347,LABAC ELEMENTARY SCHOOL,"LABAC, CUENCA, BATANGAS",BATANGAS,CUENCA,3rd District,LABAC,Public,DepED Managed,School with no Annexes,Purely ES,18,23,34,26,24,26,23,21,15,19,25,28,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Cuenca,107348,LUMAMPAO ELEMENTARY SCHOOL,"DON JUAN, CUENCA, BATANGAS",BATANGAS,CUENCA,3rd District,DON JUAN,Public,DepED Managed,School with no Annexes,Purely ES,3,1,4,4,2,4,4,3,0,1,8,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Cuenca,107349,SAN FELIPE ELEMENTARY SCHOOL,"SAN FELIPE, CUENCA, BATANGAS",BATANGAS,CUENCA,3rd District,SAN FELIPE,Public,DepED Managed,School with no Annexes,Purely ES,19,18,24,21,30,29,28,34,33,26,39,34,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Cuenca,107350,TOMASA C. PASIA MEMORIAL SCHOOL,"PINAGKAISAHAN, CUENCA, BATANGAS",BATANGAS,CUENCA,3rd District,PINAGKAISAHAN,Public,DepED Managed,School with no Annexes,Purely ES,17,15,13,15,15,13,18,22,11,12,24,19,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Cuenca,301096,CUENCA NATIONAL HIGH SCHOOL,"SITIO DELA PAZ, BUNGAHAN, CUENCA, BATANGAS",BATANGAS,CUENCA,3rd District,BUNGAHAN,Public,DepED Managed,School with no Annexes,Purely JHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,90,117,115,125,113,120,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Cuenca,301100,FERMIN LA ROSA NATIONAL HIGH SCHOOL,"DITA, CUENCA, BATANGAS",BATANGAS,CUENCA,3rd District,DITA,Public,DepED Managed,School with no Annexes,Purely JHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,95,135,94,142,102,144,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Cuenca,342202,CUENCA SENIOR HIGH SCHOOL,"POB.  2, CUENCA, BATANGAS",BATANGAS,CUENCA,3rd District,BRGY.  2 (POB.),Public,DepED Managed,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,65,165,134,26,38,0,0,0,0,75,36,0,0,0,0,59,50,171,116,19,45,0,0,0,0,59,45,0,0,0,0
Region IV-A,Batangas,Cuenca,401583,"CUENCA INSTITUTE, INC.",GEN. MALVAR ST.,BATANGAS,CUENCA,3rd District,BRGY.  3 (POB.),Private,Non-Sectarian ,School with no Annexes,JHS with SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,55,59,63,43,61,64,55,0,0,18,17,30,19,21,30,0,0,0,0,0,0,0,0,0,0,13,30,33,21,20,24,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Cuenca,401584,"FIELDRIDGE LEARNING CENTER, INC.",AGRIFINA ST.,BATANGAS,CUENCA,3rd District,SAN FELIPE,Private,Non-Sectarian ,School with no Annexes,Purely ES,7,3,6,9,7,13,7,3,5,6,7,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Cuenca,401585,KALAYAAN CHRISTIAN SCHOOL,NATIONAL HIGHWAY,BATANGAS,CUENCA,3rd District,IBABAO,Private,Non-Sectarian ,School with no Annexes,All Offering,13,2,6,4,5,7,15,15,10,5,12,15,10,6,0,0,29,20,24,20,31,28,29,30,0,0,5,5,6,4,3,8,0,0,0,0,4,0,0,0,0,0,3,4,8,5,4,5,0,0,0,0,7,1,0,0,0,0
Region IV-A,Batangas,Cuenca,401586,ST. ISIDORE CATHOLIC SCHOOL,"ST. ISIDORE ST., POB.  3",BATANGAS,CUENCA,3rd District,BRGY.  3 (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,15,14,15,11,12,13,15,9,8,8,12,9,12,16,0,0,12,5,9,6,3,13,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Ibaan,107351,BALANGA ELEMENTARY SCHOOL,"BALANGA, IBAAN, BATANGAS",BATANGAS,IBAAN,4th District,BALANGA,Public,DepED Managed,School with no Annexes,Purely ES,44,27,35,24,26,30,32,24,19,22,32,32,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Ibaan,107352,BUNGAHAN ELEMENTARY SCHOOL,"BUNGAHAN, IBAAN, BATANGAS",BATANGAS,IBAAN,4th District,BUNGAHAN,Public,DepED Managed,School with no Annexes,Purely ES,13,13,19,15,13,10,11,13,13,7,20,14,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Ibaan,107353,COLIAT ELEMENTARY SCHOOL,"COLIAT, IBAAN, BATANGAS",BATANGAS,IBAAN,4th District,COLIAT,Public,DepED Managed,School with no Annexes,Purely ES,29,38,42,26,32,32,28,32,38,28,47,34,41,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Ibaan,107354,GREGORIO SISON MEMORIAL ELEMENTARY SCHOOL,"MUNTING TUBIG, IBAAN, BATANGAS",BATANGAS,IBAAN,4th District,MUNTING-TUBIG,Public,DepED Managed,School with no Annexes,Purely ES,14,14,19,13,24,11,25,15,19,4,19,23,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Ibaan,107355,IBAAN CENTRAL SCHOOL,"POB., IBAAN, BATANGAS",BATANGAS,IBAAN,4th District,POB. ,Public,DepED Managed,School with no Annexes,Purely ES,82,83,96,92,111,103,103,103,98,66,113,126,104,100,67,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Ibaan,107358,MALAININ ELEMENTARY SCHOOL,"MALAININ, IBAAN, BATANGAS",BATANGAS,IBAAN,4th District,MALAININ,Public,DepED Managed,School with no Annexes,Purely ES,30,31,40,47,37,43,48,39,36,31,41,51,39,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Ibaan,107360,PANGHAYAAN ELEMENTARY SCHOOL,"PANGHAYAAN, IBAAN, BATANGAS",BATANGAS,IBAAN,4th District,PANGHAYAAN,Public,DepED Managed,School with no Annexes,Purely ES,9,7,12,8,12,10,10,11,12,7,13,16,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Ibaan,107361,QUILO ELEMENTARY SCHOOL,"QUILO, IBAAN, BATANGAS",BATANGAS,IBAAN,4th District,QUILO,Public,DepED Managed,School with no Annexes,Purely ES,13,8,19,17,13,14,15,11,16,7,25,17,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Ibaan,107362,SABANG ELEMENTARY SCHOOL,"SABANG, IBAAN, BATANGAS",BATANGAS,IBAAN,4th District,SABANG,Public,DepED Managed,School with no Annexes,Purely ES,15,20,17,23,22,16,25,26,11,13,17,19,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Ibaan,107364,STO. NINO ELEMENTARY SCHOOL,"STO. NINO, IBAAN, BATANGAS",BATANGAS,IBAAN,4th District,SANTO NINO,Public,DepED Managed,School with no Annexes,Purely ES,24,37,40,23,32,25,30,31,27,28,37,40,35,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Ibaan,107365,TALAIBON ELEMENTARY SCHOOL,"TALAIBON, IBAAN, BATANGAS",BATANGAS,IBAAN,4th District,TALAIBON,Public,DepED Managed,School with no Annexes,Purely ES,40,41,54,42,40,37,45,38,53,33,42,50,47,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Ibaan,107366,TULAY ELEMENTARY SCHOOL,"TULAY, IBAAN, BATANGAS",BATANGAS,IBAAN,4th District,TULAY NA PATPAT,Public,DepED Managed,School with no Annexes,Purely ES,43,36,36,34,44,34,51,31,39,27,55,51,42,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Ibaan,301153,DR. JUAN A. PASTOR INTEGRATED NATIONAL HIGH SCHOOL,"TALAIBON, IBAAN, BATANGAS",BATANGAS,IBAAN,4th District,TALAIBON,Public,DepED Managed,School with no Annexes,JHS with SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,234,270,262,334,317,304,317,0,0,40,73,154,144,60,91,10,9,0,0,139,56,0,0,0,0,30,86,183,163,37,69,29,18,0,0,141,67,0,0,0,0
Region IV-A,Batangas,Ibaan,307716,MAXIMO T. HERNANDEZ MEMORIAL INTEGRATED HIGH SCHOOL,"MALAININ, IBAAN, BATANGAS",BATANGAS,IBAAN,4th District,MALAININ,Public,DepED Managed,School with no Annexes,JHS with SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,47,41,52,65,61,44,54,0,0,19,20,31,18,0,0,0,0,0,0,0,0,0,0,0,0,15,15,59,29,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Ibaan,401589,"IBAAN SAINT JAMES ACADEMY, INC.",JP RIZAL ST. ,BATANGAS,IBAAN,4th District,POB. ,Private,Non-Sectarian ,School with no Annexes,All Offering,13,20,23,22,28,16,28,36,28,24,41,25,32,31,0,0,59,61,59,64,62,75,57,65,0,0,15,17,12,12,46,42,0,0,0,0,0,0,0,0,0,0,24,20,11,7,38,42,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Ibaan,408118,"MARANATHA CHRISTIAN ACADEMY OF IBAAN, BATANGAS INC.",256 PRK.  4,BATANGAS,IBAAN,4th District,TALAIBON,Private,Non-Sectarian ,School with no Annexes,Purely ES,3,1,7,0,4,1,3,2,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Ibaan,410912,ST. DOMINIC SAVIO COLLEGE,"IBAAN, BATANGAS",BATANGAS,IBAAN,4th District,BAGO,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Ibaan,423532,IBAAN NAZARETH SCHOOL,I. GUERRA,BATANGAS,IBAAN,4th District,POB. ,Private,Non-Sectarian ,School with no Annexes,Purely ES,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Ibaan,423538,MARFEBEN ACADEMY,"A. YABYABIN ST. POB., IBAAN, BATANGAS",BATANGAS,IBAAN,4th District,POB. ,Private,Non-Sectarian ,School with no Annexes,Purely ES,2,2,8,6,1,4,5,6,7,3,1,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Batangas,Ibaan,423572,"ST. JUDE SCIENCE AND TECHNOLOGICAL SCHOOL OF IBAAN, INC.",M.MERCADO ST.,BATANGAS,IBAAN,4th District,POB. ,Private,Non-Sectarian ,School with no Annexes,ES and JHS,14,17,12,12,18,10,13,12,10,13,20,6,10,8,0,0,19,11,20,11,16,12,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
